username,review,rating,tahun,aplikasi,clean_text
Dadan Senior,dari malem sampe sekarang ko lama ya saldo transaksii dari e wallet ke m bca lama banget padahal di e wallet sudah berhasil..,2,2025,bca,malem lama saldo transaksi e wallet m bca lama banget e wallet hasil
Mayang Irawan,aplikasi lemot bgt muter mulu,2,2025,bca,aplikasi lama banget muter
Cahyo Anggoro,"kenapa sekarang jadi lemot ya? merah terus statusnya, udah 2 hari ini gatau kenapa tiba-tiba jadi lelet. Mengganggu saat sedang transaksi karena harus berkali-kali buka ulang appnya biar bisa konek. Bikin lama",2,2025,bca,lama merah status gatau tibatiba lelet ganggu transaksi berkalikali buka ulang appnya bisa konek lama
Willy Mondre,"kenapa BCA mobil saya tidak bisa dibuka ya sebelum nya bisa ini sudah tidak bisa lagi, setiap dibuka layar berat gitu mohon solusinya",2,2025,bca,bca mobil tidak bisa buka bisa tidak bisa buka layar berat gitu mohon solusi
Muh Risaldy,kok makin di update makin lage yah padahal jaringan aman² aja lampu indikatornya juga kok malah gini BCA,2,2025,bca,update lage jaring aman lampu indikator gin bca
Dony Malik Akbar Kuncoro,Transaksi Pembelian Token Listrik Tidak Bisa terus menerus,2,2025,bca,transaksi beli token listrik tidak bisa terus
Alesa Cantik,Jadi lemot ke sinyal ijo nya,2,2025,bca,lama sinyal ijo
Epi Lee,bca mobile ini kok makin lama makin lemot ya aplikasinya... saya yng kerjanya sering transfer tiap hari sangaaat terganggu dengan lambatnya respon aplikasinya sekarang. tolong dong dibenahi.kadang mau pindah menu hampir 10 detik baru respon..,2,2025,bca,bca mobile lama lama aplikasi yng kerja transfer sangaat ganggu lambat respon aplikasi tolong dibenahikadang pindah menu detik respon
Sambeng Bakung,aplikasi kurang lancar loading terlalu lama lampu hijau minim,2,2025,bca,aplikasi kurang lancar loading lama lampu hijau minim
Dean Okta,setelah di update bukan malah membaik makin lemot aja,2,2025,bca,update baik lama
Berkah Sosial Media,"Mohon informasi, Hari ini Mobile BCA saya tidak bisa dibuka, diopen langsung Close lagi",3,2024,bca,mohon informasi mobile bca tidak bisa buka open langsung close
Robi Yandi,gimna caranya ini ga bisa,3,2025,bca,gimna tidak bisa
Herti,Mba gkin error 205,3,2024,bca,mbak gkin error
Early burhana,Untuk update terbaru saat ini saat akan melakukan tranfer tidak bisa berjalan search nama pemilik nomer rekening tujuan. Mohon di koreksi kembali. Terimakasih,3,2025,bca,update baru tranfer tidak bisa jalan search nama milik nomer rekening tuju mohon koreksi terimakasih
Mr Gumarang,setelah updet versi dari 4.1 sampai saat versi baru tetep saja fore close,3,2024,bca,update versi versi tetep fore close
Eko P Luhulima,"Hadehhh hidup lagi capek²nya. Masa mau masuk ke akun susah banget dapetin kode OTP padahal Nomor saya aktif,sesuai, dan jaringan juga bagus, pulsa juga ada. Itu smsnya OTP tidak muncul sampai sekarang dikirim dari planet mana tuh min. Tolong bantu perbaikan aplikasinya masa kalah sama yg lain. Tinggal verifikasi OTP saja susah banget padahal nomor bagus aktif HP juga sudah cek semua pengaturan tidak ada yg jadi kendala.",3,2024,bca,hadehh hidup capek masuk akun susah banget dapetin kode one time password nomor aktifsesuai jaring bagus pulsa smsnya one time password tidak muncul kirim planet tolong bantu baik aplikasi kalah tinggal verifikasi one time password susah banget nomor bagus aktif handphone cek atur tidak kendala
STAKAP TV,"Baru buka rekening 50k terpotong , betulkah ada biayanya",3,2025,bca,buka rekening k potong biaya
Aulia Lia,Kak saya sudah pakai BCA mobile yg terbaru tp tetep aja setiap buka aplikasi kluar sendiri gmn ya,3,2024,bca,pakai bca mobile baru tetep buka aplikasi kluar gmn
ICMY “kokoyamako79”,"aplikasi sering lost koneksi, padahal sinyal bagus dan kouta masih banyak, membuka aplikasi juga tidak terkendala.",3,2025,bca,aplikasi lost koneksi sinyal bagus kouta buka aplikasi tidak kendala
C I A,tolong kasih fitur transfer valas ke bank luar negeri seperti di aplikasi my bca,3,2024,bca,tolong kasih fitur transfer valas bank negeri aplikasi my bca
13. Sultan Daniel,kenapa sinyalnya sekarang merah terus sih semenjak update? padahal sinyal bgus posisi jugak di tempat strategis,3,2025,bca,sinyal merah semenjak update sinyal bgus posisi jugak strategis
Naura Sabira,"ko ga ada notif nya,klo ada trnsfran masuk, knpa ya ?",3,2024,bca,tidak notif nyaklo trnsfran masuk knpa
Abdul malik,"Kenapa sekarang bca makin buruk ya, saya barusan tf ke bank lain, tulisan gagal tapi saldo terpotong, setelah saya cek mutasi terkirim, tapi di tujuan saldo belum masuk. Tolong perbaiki lagi ya, dan bagaimana saldo saya yg terpotong?",3,2025,bca,bca buruk barusan transfer bank tulis gagal saldo potong cek mutasi kirim tuju saldo masuk tolong baik saldo potong
Serba serbi kehidupan,"Selamat pagi ,Kenapa akhir""ini banyak sekali nomer yg tlp ke saya mengatasnamakan BCA jakarta ,dengan menawarkan dana dan kartu debit pdhl saya sudah berkali kali menolak tapi besoknya di tlp lagi dan seminggu ini sudah ada sekitar 4 nomer berbeda yg tlp,saya merasa terintimidasi dengan kejadian ini.tolong untuk privasi pengguna mnbanking lebih diperketat lagi",3,2025,bca,selamat pagi akhirini nomer tlp mengatasnamakan bca jakarta tawar dana kartu debit kali tolak besok tlp minggu nomer beda tlpsaya intimidasi jadi initolong privasi guna mnbanking ketat
Rijalun Nafis,Sering keluar dan minta verifikasi terus. tolong benahi,3,2025,bca,verifikasi tolong benah
Anis Beb,apakah tgl 29/9/2025 ini MBCA trouble?,3,2025,bca,tgl mobile bca trouble
Fauzan Zamzami,"minta update paksa, pas mau di buka malah ngebug. ini gimana solusi nya ?",3,2025,bca,update paksa cocok buka ngebug solusi
PRIYONO UJI AMANTO,"ini gimana, kok lampu indikator gak hijau? biasanya cepet, lagi eror apa gimana?",3,2025,bca,lampu indikator tidak hijau cepet error
Hadid Hasan,Saya telah uninstal dan instal kembali namun masih belum bisa akses,3,2024,bca,uninstal instal bisa akses
Khatirudin Maarif,"Error kah, setiap dibuka langsung close lagi",3,2024,bca,error kah buka langsung close
Mamang Rahcman,sedang ganguan kah tidak bisa transaksi ini,3,2025,bca,ganguan kah tidak bisa transaksi
Eka Maulany Budiman,Knp ini kog ndk isa buka aplikasi,3,2024,bca,kog ndk isa buka aplikasi
Sibro Malisi,"Sudah beberapa hari setelah update mbca saya tidak bisa dibuka, keluar sendiri terus, padahal smuanya tidak ada yg dirubah, tolong perbaiki.",3,2024,bca,update mobile bca tidak bisa buka smuanya tidak rubah tolong baik
Juju Jumiyati,Sangat sulit buat ngaktifkan m banking nya LG l,3,2025,bca,sangat sulit ngaktifkan m banking l
Cecep Sudrajat,Kenapa semenjak di update BCA nya jadi gabisa dibuka? Ke close sendiri terus,3,2024,bca,semenjak update bca tidak bisa buka close
Irsyad Arphi,"Per/23 Nov 25. Saya update aplikasi karena tersedia update baru. Namun setelah update, cek saldo, transfers dan membuka kamera Qris menjadi lama. Apa lagi saat membuka Qris, loadingnya lama sekali bisa 8-15 menit nunggunya kebuka kamrenya. Untuk jaringan intetnet stabil dan bagus padahal. Harap perbaiki, bayar pakai Qris harusnya instan jadi memakan waktu.",3,2025,bca,nov update aplikasi sedia update update cek saldo transfers buka kamera qris lama buka qris loadingnya lama bisa menit nunggunya buka kamrenya jaring intetnet stabil bagus harap baik bayar pakai qris instan makan
Rafa Reva,"Saya melakukan pembelian pulsa 400.000,saldo sudah terpotong,tetapi pulsa tidak masuk",3,2025,bca,beli pulsa saldo terpotongtetapi pulsa tidak masuk
Louis Ridho,tiap top up Virtual Account selalu aja nanyain otp padahan udh one klik padahal kartu gada di gonta ganti malah yg ada nguras pulsa,3,2025,bca,top up virtual account nanyain one time password padah one klik kartu gada gonta ganti nguras pulsa
Evysavitri Egalitarian,sekarang menu transfer kok ga bs search ya... hrs scroll manual...,3,2025,bca,menu transfer tidak bs search hrs scroll manual
ROOB JOE,sering lemot,3,2025,bca,lama
nurahmad ali,ini knpa setiap tranfer ada kendala mulu.. tolong diperbaiki dong .. sistem dalam gangguan mulu...,3,2025,bca,knpa tranfer kendala tolong baik sistem ganggu
Diaz Herdi,"Tidak sengaja ter-Uninstal sama anak saya, lalu saya instal kembali tapi sudah 2 hari saya coba ngga bisa Login terus. Padahal sudah memasukkan 16 digit nomor kartu ATM BCA dengan benar. Apalagi saya pakai Cardless, sulit transaksi jika tanpa aplikasinya.",3,2025,bca,tidak sengaja teruninstal anak instal coba tidak bisa login masuk digit nomor kartu atm bca pakai cardless sulit transaksi aplikasi
Adelia Ayuningtias,kenapa tiba tiba gk ada di layar utama ya harus cari dulu ke app store,3,2025,bca,tidak layar utama cari aplikasi store
Adi lesmana,"setelah update pembaruan terbaru tidak bisa mencari nama tujuan otomatis untuk transfer ke sesama bank atau antar bank, harus scrol manual untuk mencari nama tujuan, apakah memang di buat sedemikian agak ribet tidak seperti versi sebelum nya, hanya ketik beberapa huruf langsung ada nama rekening tujuan nya, kalo sekarang harus scrol dulu manual mencari nama rek. tujuan.",3,2025,bca,update baru baru tidak bisa cari nama tuju otomatis transfer bank bank scrol manual cari nama tuju ribet tidak versi ketik huruf langsung nama rekening tuju scrol manual cari nama rekening tuju
Muhammad Firdaus Soleh,Kesedot Mulu saldonya heran,3,2025,bca,sedot saldo heran
Angelica Divine,"ui nya tolong di update lagi biar lebih enak + simpel, ga pusing",3,2025,bca,ui tolong update enak simpel tidak pusing
Savira Nianti,Sudah Dinonaktifkan Aksesibilitas nya dan BCA mobile akhirnya bisa normal lagi. Tapi Kekurangannya diaplikasi lain tidak bisa digunakan Karena aksesibilitasnya dimatikan demi BCA Mobile. Tolong Update lagi lah masih kaku untuk seperti ini,3,2024,bca,nonaktif aksesibilitas bca mobile bisa normal kurang aplikasi tidak bisa aksesibilitas mati bca mobile tolong update kaku
Tafina Pratama,Klik bca nya ketika di akses via android suka error untuk cek history transaksi,3,2024,bca,klik bca akses android suka error cek history transaksi
Cepi Ali,Kenapa menu notifikasi nya gak ada buat aktfkan,3,2025,bca,menu notifikasi tidak aktfkan
kareza nataza,kenapa mbanking nya susah dibuka?,3,2025,bca,mbanking susah buka
Iyan Iyun,banyak update an menyusahkan gak bisa tf sana sini stiap malam minggu,3,2025,bca,update an susah tidak bisa transfer stiap malam minggu
MUHAMMAD SOFYAN,Kenapa aplikasi BCA tutup sendiri? Di install ulang pun tetap sama. Mohon diperbaiki bug nya.,3,2024,bca,aplikasi bca tutup install ulang mohon baik bug
Sibenk JR,gangguan mulu.. susah buka M-banking nyaa,3,2025,bca,ganggu susah buka mbanking nyaa
Jojo firmansyah,kode otp aja susah masuk parah mau pake BCA mobile jadi ribet gini udah ngisi pulsa sampe 20 ribu kode otp ga masuk masuk,3,2025,bca,kode one time password susah masuk parah pakai bca mobile ribet gin ngisi pulsa ribu kode one time password tidak masuk masuk
haris cakty,"Update terbaru tidak bisa berjalan, selalu tertutup begitu dibuka, saya sudah matikan aksesbilitas, text-to-speech, dan beberapa pengaturan lainnya. Hasilnya masih sama. Padahal sebelumnya tidak ada masalah sama sekali.",3,2024,bca,update baru tidak bisa jalan tutup buka mati aksesbilitas texttospeech atur hasil tidak
Rahmad Hadi,"stlh diupdate, menu search pada transfer ga berfungsi. diupdate bkn nya tmbah baik, mbanking jd error",3,2025,bca,stlh diupdate menu search transfer tidak fungsi diupdate bkn tmbah mbanking error
Wulan Sari,saya suka apliksi in hanya saja tidak ada notifikasi nya jadi saya tidak tau ad tf masuk atau pemberitaun yg baru,3,2025,bca,suka apliksi in tidak notifikasi tidak ad transfer masuk pemberitaun
Haris Yanglain,"mengapa saat transaksi ke sesama rek bca, skrg tdk bs hanya ketik ""key word"" misal mau tf ke Yadi, cukup ketik Yad > maka di search nya langsung muncul beberapa word yg serupa. tanpa harus manual mencari rek tujuan dgn scroll hingga ketemu.",3,2025,bca,transaksi rekening bca tidak bs ketik key word transfer yad ketik yad search langsung muncul word manual cari rekening tuju scroll ketemu
Ririn Santy,pdhl udh langganan hampir 10tahun tp skrng gampang terblokir pace id muka sm salah kode sms gara2 salah masuk aja 2x langsung terblokir cape benerin trs.,3,2025,bca,langgan skrng gampang blokir pace id muka salah kode pesan gara salah masuk langsung blokir cape benerin
Silviana Yustina,Setelah di update malah tdk bsa digunakan tlg diperbaiki lagi..,3,2024,bca,update tidak bsa tlg baik
Rehan Putra,Gmna ni forclose trus apk nya setelah update aneh,3,2024,bca,gmna forclose aplikasi update aneh
eka sriwijayanti,ini aplikasi kenapa yaaa dari subuh kok disuruh cek mutasi terus ... jadi terhambat semuanya 😥,3,2025,bca,aplikasi subuh suruh cek mutasi hambat
Run Sukses,Tolong di tingkatkan lagi aplikasi nya saya ingin memindah mbanking saya ke hp baru tapi selalu gagal saat mencoba mengirim sms,3,2024,bca,tolong tingkat aplikasi pindah mbanking handphone gagal coba kirim pesan
Rani Diyanti,"tolong dong di perbaiki sistemnya,saya baru masuk apkny langsung keluar lagi,itu gimana kira²",3,2025,bca,tolong baik sistemnyasaya masuk apkny langsung lagiitu
Gatot Dedi,"tolong saya baru saja kena update otomatis, fitur transfer ga bisa ketik nama, harus scroll kebawah cari manual. tolong kembalikan fitur pas mau transfer ketik nama langsung muncul nama yg sesuai. terimakasih atas tindak lanjutnya semoga cepet dibenahi",3,2025,bca,tolong kena update otomatis fitur transfer tidak bisa ketik nama scroll bawah cari manual tolong kembali fitur cocok transfer ketik nama langsung muncul nama sesuai terimakasih tindak moga cepet benah
Riki Rumput,Apk bca mobile ga bisa dibuka kenapa. Sllu out sndiri..tolong perbaiki sistem nya. Sya sangat memerlukan untuk kprluan bkerja,3,2024,bca,aplikasi bca mobile tidak bisa buka sllu out sndiritolong baik sistem sya sangat kprluan bkerja
nemesis tjoa,Harap diaktifkan fingerprint utk masuk ke aplikasi,3,2024,bca,harap aktif fingerprint masuk aplikasi
Putri Kamayanti,Force close lagiii??hahhh seriusan ini trjadi lagi di m-bca ku🙃sabtu tgl 19 udh Dan skrg senin 21 oktober force close lagiii😬😬😬😬😬payahhh Pdhl talkback dan lain nya nonaktif.,3,2024,bca,force close lagiihahh serius trjadi mobile bca sabtu tgl senin oktober force close lagiipayahh talkback nonaktif
Mama Bilal jalal,"Aku kasih bintang 3 dulu, soalnya aku pakai apk ini kecewa bisa data saya dicuri dan uang saya hilang, mohon perbaikannya",3,2025,bca,kasih bintang pakai aplikasi kecewa bisa data curi uang hilang mohon baik
M. A. Wahyu al.,"susah, tiap ada problem suruh ke kacab. minta nya serba bagus kamera memang burem sudah ada KTP haruse bisa ini gak bisa. ya yang hidup di kota gak ada masalah yang di desa sangat nyusahkan",3,2025,bca,susah problem suruh kacab serba bagus kamera burem ktp haruse bisa tidak bisa hidup kota tidak desa sangat nyusahkan
Winata Olstore,Kok jadinya Force Close ya.. gak bisa masuk...udah uninstall dan install lagi masih tetep gak isa.. tolong solusinya,3,2024,bca,force close tidak bisa masukudah uninstall install tetep tidak isa tolong solusi
Agus Rohimat,"Mohon diperbaiki lagi, login di perangkat baru, udah kirim sms aktivasi beberapa kali sampai pulsa habis tetap ga bisa masuk buat masukin kode akses, malah kembali ke menu awal. padahal no yg terdaftar udah disimpan juga di sim 1",3,2025,bca,mohon baik login perangkat kirim pesan aktivasi pulsa habis tidak bisa masuk masukin kode akses menu no daftar simpan sim
Reza Fahry,"Kenapa tidak bisa di gunakan ya, begitu di buka tiba tiba keluar sendiri Mohon di perbaiki lagi",3,2024,bca,tidak bisa buka mohon baik
Linton Rambe S,Knp ngk bisa masuk ke my bca.?,3,2025,bca,ngk bisa masuk my bca
IRWANTO,Setelah update aplikasi jadi sering ketutup sendiri.. mohon segera solusinya karena ATM saya sudah dak bisa di paksi,3,2024,bca,update aplikasi tutup mohon solusi atm dak bisa paksi
Iman Arifin,Update otomatis jadi versi 4.4.3 malah close terus aplikasinya🥲,3,2024,bca,update otomatis versi close aplikasi
Anda prasetyo,Sudah 2 hari mau aktivasi kartu BCA tidak bisa,3,2025,bca,aktivasi kartu bca tidak bisa
Rohmat Ali Wardani,"Versi 4.5.0 masih saja force close, install ulang sudah, restart sudah, ngikutin petunjuk CS jg sudah. Aplikasi tetap tidak bisa dibuka 😢 Sekarang disuruh nonaktifkan menu aksebilitas, udah dinonaktifkan tetep gak bisa 😑",3,2024,bca,versi force close install ulang restart ngikutin tunjuk customer service aplikasi tidak bisa buka suruh nonaktif menu aksebilitas nonaktif tetep tidak bisa
AZPUTRA,kenpa tidak ada notif buat ternsaksi masuk?,3,2025,bca,kenpa tidak notif ternsaksi masuk
Ilham Pramono Nugroho,"Sudah pakai versi terupdate, fitur aksesbilitas sudah nonaktif semua, cache sudah dibersihkan. Tapi tetap sama saja, tidak bisa dibuka. Mohon solusinya 🙏",3,2024,bca,pakai versi terupdate fitur aksesbilitas nonaktif cache bersih tidak bisa buka mohon solusi
ibliss wujod,Kenapa saya tidak bisa login?,3,2024,bca,tidak bisa login
etty49,BCA kenapa aplikasi mobile banking saya tidak bisa dibuka lagi sejak disuruh verifikasi dan update. Tolong dong dibantu.,3,2025,bca,bca aplikasi mobile banking tidak bisa buka suruh verifikasi update tolong bantu
Winda Dwi Marlina,"Gk kaya biasa nya, tiba² keluar dr apk, malah minta regist ulang ke atm, menyusahkan sekali :(",3,2024,bca,tidak kaya aplikasi regist ulang atm susah
Flexx Id,"Kenapa akhir akhir ini sering banget indikatornya merah terus. Padahal sebelum sembelumnnya aman aman aja, tolong min diperbaiki",3,2025,bca,banget indikator merah sembelumnnya aman aman tolong baik
Sumargo Farhan,sekarang my BCA koq Ndak bisa buat transaksi ya suruh abdet tapi Ndak bisa,3,2025,bca,my bca koq ndak bisa transaksi suruh abdet ndak bisa
Aag Random,kenapa tidak muncul notifikasi uang keluar atau masuk,3,2025,bca,tidak muncul notifikasi uang masuk
Kartika Dessy Andriana,Saya terkendala force close terus padahal sudah berulang kali hapus dan instal ulang. Solusi???,3,2024,bca,kendala force close ulang hapus instal ulang solusi
Saipul Hadi,Pakai wifi jaringan slalu terputus . Pakai data ponsel baru bisa,3,2025,bca,pakai wifi jaring slalu putus pakai data ponsel bisa
Lidiya Ya,komfirmasi nya lama dan data ter ferifikasi nya pas daftar online lama sekali ter ferifikasinya .udah 3 hari sampe sekarang ngk di ferifikasi juga .tapi moderator pelayanan nya ramah dan bayik cuman lama di ferifikasi daftar online .kalu bisa di perbayiki lagi .dan cepat di verivikasi data yg mendaftar online 🙏,3,2025,bca,komfirmasi lama data ter ferifikasi cocok daftar online lama ter ferifikasinya ngk ferifikasi moderator layan ramah bayik cuman lama ferifikasi daftar online kalu bisa perbayiki cepat verivikasi data daftar online
Metty Yuliana,Gimana ini dr kemaren g bisa transaksi,3,2024,bca,kemaren tidak bisa transaksi
Aldy A pranata,"kok jadi berat sih, abis updet kemarin????",3,2025,bca,berat abis update kemarin
Hafidz oke,"Sekarang potongan makin gede aja sudah biaya kartu,biaya limit,biaya bulanan,,di total nyampe 50rb perbulan,, mendingan pindah ke yang lah kalo kaya gini terus mah",3,2025,bca,potong gede biaya kartubiaya limitbiaya bulanandi total nyampe ribu bulan mending pindah kaya gin mah
Ryan pramita,"Ini bagaimana aplikasinya tidak bisa dipakai sudah beberapa hari ini ,mau transaksi apa"" jadi susah . Tolong dong diperbaiki ,jadi bingung harus gimana lagi ? Sudah berbagai cara saran cs dilakuin masih tetap tidak bisa .",3,2024,bca,aplikasi tidak bisa pakai transaksi susah tolong baik bingung saran customer service dilakuin tidak bisa
Sandi Gunawan,Tolong dong udah 2 ketutup sendiri terus aplikasi nya. Kapan bener nya,3,2024,bca,tolong tutup aplikasi
Ogip Setiawan,Setelah update aplikasi forclose. Apa yang harus dilakukan karena ini sangat mengganggu jalannya transaksi,3,2024,bca,update aplikasi forclose sangat ganggu jalan transaksi
Fadli Payro,Oke thanks Aplikasi tidak dapat berfungsi dengan baik,3,2024,bca,oke thanks aplikasi tidak fungsi
Golden Water,Kenapa ga bisa di buka ada gangguan kah ? Mohon info,3,2024,bca,tidak bisa buka ganggu kah mohon info
Muhammad Arkan Ramadhan,"serves masih sering merah, saat mau transaksi malah sering menggangu ty",3,2025,bca,serves merah transaksi menggangu ty
Wati Rajab,"kenapa tidak bisa di buka?pdhl tidak d gangguan internet, indikator terus di merah.. buka apk yg lain² tidak ada masalah",3,2025,bca,tidak bisa bukapdhl tidak ganggu internet indikator merah buka aplikasi tidak
Ranny FujiA,"Bad bgt deh, knp ga bisa² buka. Keluar terus dri aplikasi nya",3,2024,bca,bad banget tidak bisa buka dri aplikasi
Kun,"Karena ga bisa login bbrp kali dicoba uninstall, waktu reinstall mesti daftar lg ke ATM utk mbanking..jd nyusahin nasabah setiap ada update",3,2024,bca,tidak bisa login bbrp coba uninstall reinstall mesti daftar atm mbankingjd nyusahin nasabah update
Herniaty Susanti,Knp aplikasi Mbangkin bca sy force close terus sih jelek amat,3,2024,bca,aplikasi mbangkin bca force close jelek
Chumaidi Ahmad,kenapa saya tidak bisa main gebyar BCA yang pencet gecha..itu??? keterangan koneksi terputus...gitu terus dari 3 hari ini,3,2025,bca,tidak bisa main gebyar bca pencet gechaitu terang koneksi terputusgitu
Edo Albarkah,indikator merah terus,3,2025,bca,indikator merah
dedy budiasih,Aplikasi nya d tanggal 19-10-2024 debug. Keluar2 terusss,3,2024,bca,aplikasi tanggal debug teruss
Clara Dian Anjani,aplikasi bca setelah diperbarui malah keluar sendiri aplikasi ny,3,2024,bca,aplikasi bca baru aplikasi ny
Sandi Ubay,dah lama ga pake karna hp rusak. giliran mau pake lagi kok gini? bolak balik SMS BERBAYAR buat verifikasi di ATM tp masih ga bisa dipake. tolong benerin min!!!,3,2025,bca,lama tidak pakai handphone rusak gilir pakai gin bolak pesan bayar verifikasi atm tidak bisa dipake tolong benerin
Ahmad fajrill,"Saya ingin login ulang tapi verifikasi wajah tidak bisa, itu gimana",3,2024,bca,login ulang verifikasi wajah tidak bisa
Martin,"Gimn nie abis update suka FC melulu ga bisa buka, et dah.. tolong di perbaiki, masa update bikin error, bukannya makin bagus, Mala bikin rusak.",3,2024,bca,gimn nie abis update suka fc melulu tidak bisa buka et tolong baik update error bagus mala rusak
ade rachmat hidayah,"Kenapa aplikasi saya tidak bisa di buka,padahal sudah update dan restart hp",3,2024,bca,aplikasi tidak bisa bukapadahal update restart handphone
Jepri,"update tampilan pada transfer gunanya apa , search engine gak bisa di pakai, KOCAK! NYARI NAMA ORANG YG DI TUJU TAPI GAK BERALIH TTP AJA DI SITU.",3,2025,bca,update tampil transfer guna search engine tidak bisa pakai kocak nyari nama orang tuju tidak alih situ
Tuan Muda,"tolong kepada pihak bank BCA kenapa setiap saya mau buka rekening BCA selalu gagal alasan tidak jelas wlpn saya sudah foto jelas-jelas ap harus alamat KTP kota baru bisa buka rekening BCA alamat kampung tidak bisa gimana saya mau bikin rekening BCA, kalau emang harus alamat kota, padahal saya sungguh ingin buka rekening BCA buat menabung",3,2025,bca,tolong bank bca buka rekening bca gagal alas tidak wlpn foto jelasjelas ap alamat ktp kota bisa buka rekening bca alamat kampung tidak bisa rekening bca alamat kota sungguh buka rekening bca tabung
Maulidah Rahmahh,verifikasi wajah selalu gagal padahal sudah di bawah matahari,3,2025,bca,verifikasi wajah gagal matahari
Alda Putri,Ini emang kalo ada dana masuk ga ada notif nya ya.?,3,2024,bca,dana masuk tidak notif
Heri Lim,semakin lama semakin melambat. kirain hp yg melambat ternyata aplikasinya yg melambat. mulai kurang nyaman dengan aplikasi BCAmobile,3,2025,bca,lama lambat kirain handphone lambat aplikasi lambat kurang nyaman aplikasi bcamobile
Irdam Android,Baru update kok malah gak bisa menu search.... tolong di cek ya. Terus fungsi tabel search di tab daftar rekening itu buat apa ? kok tidak berfungsi. ini semenjak saya update pembaharuan loh.,3,2025,bca,update tidak bisa menu search tolong cek fungsi tabel search tab daftar rekening tidak fungsi semenjak update baharu
Chandra,coba kaya mandiri. itu bisa cek mutasi dari bulan sebelumnya atau tahun sebelumnya.,3,2025,bca,coba kaya mandiri bisa cek mutasi
Andhin Niac,"ini kenapa fitur transfer ke sesama rekening ataupun beda rekening ga bisa yah ?? barusan juga transaksi virtual account ikutan ga bisa, tolong dibantu",3,2025,bca,fitur transfer rekening beda rekening tidak bisa barusan transaksi virtual account ikut tidak bisa tolong bantu
Susi Setyowati,"kenapa susah bgt ,udah install ulang,hapus install tetep g bisa di buka m BCA nya",3,2025,bca,susah banget install ulanghapus install tetep tidak bisa buka m bca
aku,kok gak ada yg buat hapus histori QR dan transaksi....,3,2025,bca,tidak hapus histori qr transaksi
Muhammad Mugeni,"hbs UPDATE,knp gk bisa terbuka aplikasinya BCA nya,hp saya vivo Y20G....parah banget!!!",3,2025,bca,hbs updateknp tidak bisa buka aplikasi bca nyahp vivo y gparah banget
SANDI CZI,update terbaru oktober 2024 suka force close,3,2024,bca,update baru oktober suka force close
Marina ditawati,Min ini dari kemarin kok m mobile gak bisa di akses trs kenapa ya,3,2025,bca,kemarin m mobile tidak bisa akses
Hardi Ajah,Betul.. setelah update ada bug di hal yg sama(force close). Solusi non aktifkan aplikasi yg membutuhkan aksesibilitas. Makasih dari komentar nasabah yg ngasih info🙏🤝. Dah beberapa hari saya kesulitan akses m-BCA sampe2 saya hapus dan daftar ulang lagi. Mohon klo ada update di trial n error dlu. Sblum di rilis ke publik biar ga merugikan nasabah. Makasih🙏,3,2024,bca,update bug samaforce close solusi non aktif aplikasi butuh aksesibilitas makasih komentar nasabah ngasih info sulit akses mobile bca hapus daftar ulang mohon update trial n error sblum rilis publik tidak rugi nasabah makasih
Zatnika Dika,"dalam menu transfer, kita akan menulis nama atau norek, tp tetap harus digulir kebawah,, kalau dulu, cukup kita tulis nama rek tujuan, maka akan muncul nama / rek tersebut,, ngapain ada menu mencari kalau tidak auto search sperti dulu,, jani aneh setelah up date yg baru,,",3,2025,bca,menu transfer tulis nama norek gulir bawah tulis nama rekening tuju muncul nama rekening menu cari tidak auto search sperti jani aneh up date
rizky utami,kenapa q ris sy tidak bisa digunakan padahal ada wifi dan kuota terisi,3,2025,bca,q ris tidak bisa wifi kuota isi
Dwi Endah Meirani,Setelah update terbaru kok jadi sering close sendiri aplikasinya padahal blm selesai transaksi. Ini bagaimana ya diupdate bukan jadi lebih baik lagi..,3,2025,bca,update baru close aplikasi selesai transaksi diupdate
IQI REAL TV,susah bikin m banking tinggal ceklis aktivasi ngga bisa ceklis biru,3,2025,bca,susah m banking tinggal ceklis aktivasi tidak bisa ceklis biru
Herry ajja,mau top up e tol sekarang susah banget,3,2025,bca,top up e tol susah banget
joo ae,Setelah di update sering force close,3,2024,bca,update force close
Rizlah Maulidya,Apk jadi gabisa kebuka di hp saya diklik malah mental keclosed trs,3,2024,bca,aplikasi tidak bisa buka handphone klik mental keclosed
Ahmad Julyani,"Koq ga bisa m-Transfer ke shopeepay, kno nih min?",3,2025,bca,koq tidak bisa mtransfer shopeepay kno
Suprapti Suprapti,Tolong ini kenapa tidak bisa transfer antar bank,3,2025,bca,tolong tidak bisa transfer bank
hari ramdani,"kemarin2 bagus, kenapa pas update gangguan terus? harusnya makin bagus dong",3,2025,bca,kemarin bagus cocok update ganggu bagus
Zaenal Abidin,klik bca gak bisa kebuka,3,2025,bca,klik bca tidak bisa buka
Ali Sugianto,Uda d update versi 4.5.0 tp tetap gk bisa msk k menu BCA nya (m-BCA).,3,2024,bca,uda update versi tidak bisa msk k menu bca mobile bca
Sujarwadi031,sangat menyenangkan pakai mbca,3,2025,bca,sangat senang pakai mobile bca
Yasin Effendi,"hari ini 18 April 2025 mode searching daftar rekening transfer tiba² jadi macet..jadi ribet, karena harus scroll ke bawah utk cari nama yg dimaksud",3,2025,bca,april mode searching daftar rekening transfer macetjadi ribet scroll cari nama
